Ukazatel,IndicatorType,"ČR, regiony",Uz01A,Roky,Pohlaví,POHZM,Věk (roky),VEK1UT,Hodnota
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,81,410081610082000,6.7501415624
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,82,410082610083000,6.2912873045
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,83,410083610084000,5.8570000394
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,84,410084610085000,5.4449387153
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,85,410085610086000,5.0574464922
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,86,410086610087000,4.6950868771
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,87,410087610088000,4.3573429981
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,88,410088610089000,4.0435792759
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,89,410089610090000,3.7530506986
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,90,410090610091000,3.4849141952
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,91,410091610092000,3.2382417995
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,92,410092610093000,3.0120352547
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,93,410093610094000,2.8052417014
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,94,410094610095000,2.616770153
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,95,410095610096000,2.4455086258
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,96,410096610097000,2.2903421253
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,97,410097610098000,2.150172362
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,98,410098610099000,2.0239413933
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,99,410099620100000,1.9106640939
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,100,420100620101000,1.8094800086
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,101,420101620102000,1.719747334
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,102,420102620103000,1.6412286807
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,103,420103620104000,1.5744790637
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,104,420104620105000,1.5216868176
Naděje dožití (ex),5411UT,Česko,CZ,2002,ženy,2,105,420105799999000,1.4885482081
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,0,400000600001000,72.0772014499
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,1,400001600002000,71.4070965018
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,2,400002600003000,70.4570252319
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,3,400003600004000,69.4768172491
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,4,400004600005000,68.4909167063
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,5,400005600006000,67.504258531
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,6,400006600007000,66.5182377387
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,7,400007600008000,65.5319804139
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,8,400008600009000,64.5439569511
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,9,400009610010000,63.5539619089
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,10,410010610011000,62.5626763685
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,11,410011610012000,61.5709349386
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,12,410012610013000,60.579522514
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,13,410013610014000,59.5893685355
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,14,410014610015000,58.6015868883
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,15,410015610016000,57.6174920793
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,16,410016610017000,56.6385508905
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,17,410017610018000,55.6661319986
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,18,410018610019000,54.7009212349
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,19,410019610020000,53.7423254216
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,20,410020610021000,52.788899069
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,21,410021610022000,51.8387382058
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,22,410022610023000,50.8898996781
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,23,410023610024000,49.9409020372
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,24,410024610025000,48.9909120251
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,25,410025610026000,48.0396254533
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,26,410026610027000,47.0870350759
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,27,410027610028000,46.13338292
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,28,410028610029000,45.1790482335
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,29,410029610030000,44.2244574698
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,30,410030610031000,43.2700814621
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,31,410031610032000,42.3163490892
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,32,410032610033000,41.3635916038
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,33,410033610034000,40.4120590176
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,34,410034610035000,39.4620424622
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,35,410035610036000,38.5139371199
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,36,410036610037000,37.5682558522
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,37,410037610038000,36.6256274158
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,38,410038610039000,35.6868195789
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,39,410039610040000,34.7527289763
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,40,410040610041000,33.8242723301
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,41,410041610042000,32.9023516013
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,42,410042610043000,31.987829088
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,43,410043610044000,31.0814935652
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,44,410044610045000,30.1840065672
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,45,410045610046000,29.2959190407
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,46,410046610047000,28.4177267745
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,47,410047610048000,27.5498539747
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,48,410048610049000,26.6926425201
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,49,410049610050000,25.8463409624
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,50,410050610051000,25.0110862527
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,51,410051610052000,24.1868925233
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,52,410052610053000,23.3736383449
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,53,410053610054000,22.5711123718
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,54,410054610055000,21.7793373854
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,55,410055610056000,20.9987485446
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,56,410056610057000,20.2301677446
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,57,410057610058000,19.4744703169
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,58,410058610059000,18.7325012009
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,59,410059610060000,18.0049811956
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,60,410060610061000,17.2923031174
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,61,410061610062000,16.5944350504
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,62,410062610063000,15.9110982369
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,63,410063610064000,15.2421024969
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,64,410064610065000,14.5873970418
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,65,410065610066000,13.9469243976
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,66,410066610067000,13.3204566619
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,67,410067610068000,12.7075878941
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,68,410068610069000,12.1079648121
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,69,410069610070000,11.5214565863
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,70,410070610071000,10.9481839922
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,71,410071610072000,10.3884732655
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,72,410072610073000,9.8428563633
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,73,410073610074000,9.3120461017
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,74,410074610075000,8.7967283559
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,75,410075610076000,8.2974996758
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,76,410076610077000,7.8149375486
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,77,410077610078000,7.3498133818
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,78,410078610079000,6.9031730129
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,79,410079610080000,6.4761234445
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,80,410080610081000,6.0693938157
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,81,410081610082000,5.6838784615
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,82,410082610083000,5.3194639537
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,83,410083610084000,4.9759843294
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,84,410084610085000,4.6532183274
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,85,410085610086000,4.3509368298
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,86,410086610087000,4.0688695871
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,87,410087610088000,3.8065295998
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,88,410088610089000,3.5628486677
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,89,410089610090000,3.3362551345
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,90,410090610091000,3.1250164962
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,91,410091610092000,2.9297809959
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,92,410092610093000,2.7497856686
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,93,410093610094000,2.5842434331
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,94,410094610095000,2.4323534918
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,95,410095610096000,2.2933119835
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,96,410096610097000,2.1663233068
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,97,410097610098000,2.050613141
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,98,410098610099000,1.9454453954
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,99,410099620100000,1.8501477827
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,100,420100620101000,1.76415589
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,101,420101620102000,1.6870967663
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,102,420102620103000,1.6189575546
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,103,420103620104000,1.5604397155
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,104,420104620105000,1.5137252792
Naděje dožití (ex),5411UT,Česko,CZ,2002,muži,1,105,420105799999000,1.4841750298
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,0,400000600001000,78.6429714726
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,1,400001600002000,77.9165439449
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,2,400002600003000,76.9441821119
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,3,400003600004000,75.9588036159
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,4,400004600005000,74.9722644576
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,5,400005600006000,73.9830757153
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,6,400006600007000,72.991255393
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,7,400007600008000,71.9980876033
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,8,400008600009000,71.0047511212
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,9,400009610010000,70.0118191426
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,10,410010610011000,69.019376044
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,11,410011610012000,68.0273088858
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,12,410012610013000,67.0356057328
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,13,410013610014000,66.0443818278
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,14,410014610015000,65.0538338616
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,15,410015610016000,64.06422298
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,16,410016610017000,63.0758764727
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,17,410017610018000,62.0890481475
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,18,410018610019000,61.1037947518
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,19,410019610020000,60.1199173241
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,20,410020610021000,59.1370626667
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,21,410021610022000,58.1547673145
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,22,410022610023000,57.1725472963
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,23,410023610024000,56.1900661112
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,24,410024610025000,55.2071680768
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,25,410025610026000,54.2238419644
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,26,410026610027000,53.2401670843
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,27,410027610028000,52.256302531
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,28,410028610029000,51.2724735969
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,29,410029610030000,50.2889673976
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,30,410030610031000,49.3061438255
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,31,410031610032000,48.324382719
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,32,410032610033000,47.3440467723
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,33,410033610034000,46.3654754505
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,34,410034610035000,45.3889368663
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,35,410035610036000,44.4145738449
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,36,410036610037000,43.4423905332
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,37,410037610038000,42.4723966185
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,38,410038610039000,41.5046701374
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,39,410039610040000,40.5393764119
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,40,410040610041000,39.5767774713
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,41,410041610042000,38.6172558264
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,42,410042610043000,37.6612817479
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,43,410043610044000,36.7093084306
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,44,410044610045000,35.7617388573
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,45,410045610046000,34.8189278109
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,46,410046610047000,33.8811963007
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,47,410047610048000,32.9488150292
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,48,410048610049000,32.0219841784
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,49,410049610050000,31.1008110045
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,50,410050610051000,30.1853023114
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,51,410051610052000,29.2754929147
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,52,410052610053000,28.3715420725
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,53,410053610054000,27.4737582993
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,54,410054610055000,26.5825579635
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,55,410055610056000,25.6984630251
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,56,410056610057000,24.8220524837
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,57,410057610058000,23.9537296221
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,58,410058610059000,23.0936162732
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,59,410059610060000,22.2415878273
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,60,410060610061000,21.3974552291
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,61,410061610062000,20.5609963122
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,62,410062610063000,19.7320688575
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,63,410063610064000,18.9107847074
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,64,410064610065000,18.0975670932
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,65,410065610066000,17.2930937214
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,66,410066610067000,16.4982363821
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,67,410067610068000,15.7140814256
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,68,410068610069000,14.9418516428
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,69,410069610070000,14.1828554378
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,70,410070610071000,13.4384889039
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,71,410071610072000,12.7102052745
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,72,410072610073000,11.9994976927
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,73,410073610074000,11.3078697792
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,74,410074610075000,10.6367301076
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,75,410075610076000,9.9873230303
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,76,410076610077000,9.3607337875
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,77,410077610078000,8.758187758
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,78,410078610079000,8.1807597005
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,79,410079610080000,7.6293678501
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,80,410080610081000,7.1047151728
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,81,410081610082000,6.6072660111
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,82,410082610083000,6.1371376872
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,83,410083610084000,5.6940858808
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,84,410084610085000,5.2777050994
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,85,410085610086000,4.8877710142
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,86,410086610087000,4.5241863621
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,87,410087610088000,4.1863694474
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,88,410088610089000,3.8736497909
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,89,410089610090000,3.58522608
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,90,410090610091000,3.3201799954
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,91,410091610092000,3.077492373
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,92,410092610093000,2.8560611741
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,93,410093610094000,2.6547207026
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,94,410094610095000,2.4722615383
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,95,410095610096000,2.3074507879
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,96,410096610097000,2.1590525531
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,97,410097610098000,2.0258491034
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,98,410098610099000,1.9066644143
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,99,410099620100000,1.8003941403
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,100,420100620101000,1.7060512291
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,101,420101620102000,1.6228477345
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,102,420102620103000,1.5503591749
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,103,420103620104000,1.4888778581
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,104,420104620105000,1.4402045425
Naděje dožití (ex),5411UT,Česko,CZ,2003,ženy,2,105,420105799999000,1.409474827
Naděje dožití (ex),5411UT,Česko,CZ,2003,muži,1,0,400000600001000,72.062250972
Naděje dožití (ex),5411UT,Česko,CZ,2003,muži,1,1,400001600002000,71.3731929046
