Ukazatel,IndicatorType,"ČR, regiony",Uz01A,Roky,Pohlaví,POHZM,Věk (roky),VEK1UT,Hodnota
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,33,410033610034000,40.3931822758
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,34,410034610035000,39.4362178019
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,35,410035610036000,38.483695599
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,36,410036610037000,37.5366532015
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,37,410037610038000,36.5960104982
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,38,410038610039000,35.6627072959
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,39,410039610040000,34.7373788103
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,40,410040610041000,33.8193376972
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,41,410041610042000,32.9059892004
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,42,410042610043000,31.9944735009
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,43,410043610044000,31.0850902826
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,44,410044610045000,30.1819592466
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,45,410045610046000,29.2907916211
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,46,410046610047000,28.4153925268
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,47,410047610048000,27.5562760087
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,48,410048610049000,26.7123618471
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,49,410049610050000,25.8834874381
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,50,410050610051000,25.0707635829
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,51,410051610052000,24.2743145917
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,52,410052610053000,23.4914431789
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,53,410053610054000,22.7171011806
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,54,410054610055000,21.9495027394
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,55,410055610056000,21.1926386377
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,56,410056610057000,20.4541715802
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,57,410057610058000,19.7351608952
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,58,410058610059000,19.025657262
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,59,410059610060000,18.3117147077
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,60,410060610061000,17.5925798358
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,61,410061610062000,16.8822790208
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,62,410062610063000,16.1996398118
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,63,410063610064000,15.5527094224
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,64,410064610065000,14.9331173478
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,65,410065610066000,14.3250921357
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,66,410066610067000,13.7186727569
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,67,410067610068000,13.111385647
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,68,410068610069000,12.506163028
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,69,410069610070000,11.9101987244
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,70,410070610071000,11.3345319847
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,71,410071610072000,10.7873275027
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,72,410072610073000,10.2699623585
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,73,410073610074000,9.7766060129
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,74,410074610075000,9.2995585447
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,75,410075610076000,8.8310012285
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,76,410076610077000,8.3644824874
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,77,410077610078000,7.898015416
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,78,410078610079000,7.4347865709
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,79,410079610080000,6.9810167175
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,80,410080610081000,6.5423099325
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,81,410081610082000,6.1234291893
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,82,410082610083000,5.7288323875
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,83,410083610084000,5.3633537513
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,84,410084610085000,5.0300037155
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,85,410085610086000,4.7261633783
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,86,410086610087000,4.4425957035
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,87,410087610088000,4.1668952513
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,88,410088610089000,3.8955431892
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,89,410089610090000,3.634687951
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,90,410090610091000,3.3932114978
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,91,410091610092000,3.1737167878
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,92,410092610093000,2.9727968318
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,93,410093610094000,2.7842730271
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,94,410094610095000,2.6107057126
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,95,410095610096000,2.4513832423
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,96,410096610097000,2.3055681363
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,97,410097610098000,2.1725152899
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,98,410098610099000,2.0514952129
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,99,410099620100000,1.9418274919
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,100,420100620101000,1.8429354616
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,101,420101620102000,1.75444543
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,102,420102620103000,1.6763807553
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,103,420103620104000,1.6095611795
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,104,420104620105000,1.5564546674
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2007,muži,1,105,420105799999000,1.523046926
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,0,400000600001000,79.4319643905
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,1,400001600002000,78.6496291342
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,2,400002600003000,77.7227504917
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,3,400003600004000,76.7602967781
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,4,400004600005000,75.7817485775
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,5,400005600006000,74.795643923
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,6,400006600007000,73.8057662057
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,7,400007600008000,72.813967908
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,8,400008600009000,71.8212383106
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,9,400009610010000,70.8281323016
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,10,410010610011000,69.8349723995
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,11,410011610012000,68.8419816472
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,12,410012610013000,67.8493478743
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,13,410013610014000,66.8572332692
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,14,410014610015000,65.8657789404
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,15,410015610016000,64.8751001763
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,16,410016610017000,63.885264717
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,17,410017610018000,62.8962359404
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,18,410018610019000,61.9078323371
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,19,410019610020000,60.9197834712
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,20,410020610021000,59.9319095209
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,21,410021610022000,58.9441618299
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,22,410022610023000,57.9565699422
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,23,410023610024000,56.9691617943
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,24,410024610025000,55.9819575172
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,25,410025610026000,54.9949641756
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,26,410026610027000,54.0081708545
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,27,410027610028000,53.0215559488
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,28,410028610029000,52.0351602567
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,29,410029610030000,51.0491296773
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,30,410030610031000,50.0637176392
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,31,410031610032000,49.0792506522
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,32,410032610033000,48.0961383646
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,33,410033610034000,47.1148537825
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,34,410034610035000,46.1357781407
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,35,410035610036000,45.1591043121
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,36,410036610037000,44.1849534982
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,37,410037610038000,43.2137536165
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,38,410038610039000,42.2464078143
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,39,410039610040000,41.2839689492
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,40,410040610041000,40.3269901609
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,41,410041610042000,39.3751617403
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,42,410042610043000,38.4275361869
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,43,410043610044000,37.4828596818
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,44,410044610045000,36.5398190916
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,45,410045610046000,35.5980798298
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,46,410046610047000,34.6587901995
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,47,410047610048000,33.7245501914
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,48,410048610049000,32.7987511693
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,49,410049610050000,31.8858039776
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,50,410050610051000,30.9899071653
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,51,410051610052000,30.1097317969
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,52,410052610053000,29.2346690259
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,53,410053610054000,28.3526090714
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,54,410054610055000,27.4613895803
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,55,410055610056000,26.5673689703
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,56,410056610057000,25.679081186
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,57,410057610058000,24.8041471705
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,58,410058610059000,23.9496602918
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,59,410059610060000,23.119019877
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,60,410060610061000,22.3072812939
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,61,410061610062000,21.5006755055
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,62,410062610063000,20.6897060444
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,63,410063610064000,19.8739727193
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,64,410064610065000,19.0593439542
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,65,410065610066000,18.2517587628
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,66,410066610067000,17.4566237097
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,67,410067610068000,16.6770033601
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,68,410068610069000,15.9094969784
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,69,410069610070000,15.1430824637
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,70,410070610071000,14.3708146246
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,71,410071610072000,13.6010616835
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,72,410072610073000,12.8576047277
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,73,410073610074000,12.1631720671
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,74,410074610075000,11.5201054214
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,75,410075610076000,10.8968737148
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,76,410076610077000,10.2745152399
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,77,410077610078000,9.6579302999
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,78,410078610079000,9.0629675582
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,79,410079610080000,8.4974055901
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,80,410080610081000,7.9601622626
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,81,410081610082000,7.446898092
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,82,410082610083000,6.9563503146
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,83,410083610084000,6.4899556984
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,84,410084610085000,6.0502081688
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,85,410085610086000,5.6354225034
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,86,410086610087000,5.2453568242
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,87,410087610088000,4.8796523577
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,88,410088610089000,4.5378372412
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,89,410089610090000,4.219332455
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,90,410090610091000,3.9234597939
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,91,410091610092000,3.6494517402
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,92,410092610093000,3.3964630711
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,93,410093610094000,3.1635840465
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,94,410094610095000,2.9498551063
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,95,410095610096000,2.7542832133
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,96,410096610097000,2.5758604074
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,97,410097610098000,2.4135859752
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,98,410098610099000,2.2664952877
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,99,410099620100000,2.133701617
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,100,420100620101000,2.0144638389
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,101,420101620102000,1.9083065526
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,102,420102620103000,1.8152479678
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,103,420103620104000,1.7362531567
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,104,420104620105000,1.6741676088
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,ženy,2,105,420105799999000,1.6356952555
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,0,400000600001000,72.2501346994
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,1,400001600002000,71.6226186163
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,2,400002600003000,70.6437428815
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,3,400003600004000,69.6532889523
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,4,400004600005000,68.6628219692
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,5,400005600006000,67.672592311
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,6,400006600007000,66.6824869699
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,7,400007600008000,65.6925573791
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,8,400008600009000,64.7029223802
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,9,400009610010000,63.7136970882
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,10,410010610011000,62.7249952616
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,11,410011610012000,61.7369432457
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,12,410012610013000,60.7496882587
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,13,410013610014000,59.7634043
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,14,410014610015000,58.7783000836
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,15,410015610016000,57.7946278702
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,16,410016610017000,56.8126632865
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,17,410017610018000,55.8326627839
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,18,410018610019000,54.8548410525
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,19,410019610020000,53.8793534395
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,20,410020610021000,52.906272196
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,21,410021610022000,51.935566677
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,22,410022610023000,50.967137408
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,23,410023610024000,50.0008276601
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,24,410024610025000,49.0364436078
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,25,410025610026000,48.0738054448
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,26,410026610027000,47.1127677324
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,27,410027610028000,46.1532326886
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,28,410028610029000,45.1951617214
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,29,410029610030000,44.2385841553
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,30,410030610031000,43.2835892811
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,31,410031610032000,42.3303253012
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,32,410032610033000,41.3790032775
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,33,410033610034000,40.4298877989
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,34,410034610035000,39.4833014361
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,35,410035610036000,38.5396304246
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,36,410036610037000,37.5993273118
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,37,410037610038000,36.6629215592
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,38,410038610039000,35.7309971271
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,39,410039610040000,34.8041638388
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,40,410040610041000,33.8830521076
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,41,410041610042000,32.9682974085
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,42,410042610043000,32.0605227508
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,43,410043610044000,31.1603343056
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,44,410044610045000,30.2683544047
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,45,410045610046000,29.3852253579
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,46,410046610047000,28.5115914848
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,47,410047610048000,27.6480676928
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,48,410048610049000,26.7952183234
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,49,410049610050000,25.9535454163
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,50,410050610051000,25.1234752301
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,51,410051610052000,24.3053490542
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,52,410052610053000,23.4994884607
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,53,410053610054000,22.7062300625
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,54,410054610055000,21.9259314298
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,55,410055610056000,21.1589691988
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,56,410056610057000,20.4057446362
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,57,410057610058000,19.6666537262
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,58,410058610059000,18.9420342753
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,59,410059610060000,18.2321509459
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,60,410060610061000,17.5371823856
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,61,410061610062000,16.8572075707
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,62,410062610063000,16.1921914618
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,63,410063610064000,15.5419700121
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,64,410064610065000,14.9062344963
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,65,410065610066000,14.2845581634
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,66,410066610067000,13.6764889188
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,67,410067610068000,13.0815725561
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,68,410068610069000,12.4994207244
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,69,410069610070000,11.9297967033
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,70,410070610071000,11.372638724
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,71,410071610072000,10.8280098611
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,72,410072610073000,10.2960723597
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,73,410073610074000,9.7771013102
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,74,410074610075000,9.2714982328
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,75,410075610076000,8.779811354
Naděje dožití (ex),5411UT,Moravskoslezsko,CZ08,2008,muži,1,76,410076610077000,8.3027136539
