"Ukazatel","IndicatorType","Roky","CasR","ČR, Reg. soudržnosti, Kraje","Uz012","Hodnota"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Středočeský kraj","CZ020","1419"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Jihočeský kraj","CZ031","717"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Plzeňský kraj","CZ032","562"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Karlovarský kraj","CZ041","321"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Ústecký kraj","CZ042","935"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Liberecký kraj","CZ051","538"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Královéhradecký kraj","CZ052","594"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Pardubický kraj","CZ053","605"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Kraj Vysočina","CZ063","591"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Jihomoravský kraj","CZ064","1233"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Olomoucký kraj","CZ071","645"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Zlínský kraj","CZ072","619"
"Pořadí dítěte 3.","4355WZNP3","2011","2011","Moravskoslezský kraj","CZ080","1326"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Česko","CZ","10964"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Praha","CZ01","1110"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Střední Čechy","CZ02","1468"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Jihozápad","CZ03","1246"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Severozápad","CZ04","1178"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Severovýchod","CZ05","1668"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Jihovýchod","CZ06","1790"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Střední Morava","CZ07","1271"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Moravskoslezsko","CZ08","1233"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Hlavní město Praha","CZ010","1110"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Středočeský kraj","CZ020","1468"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Jihočeský kraj","CZ031","699"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Plzeňský kraj","CZ032","547"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Karlovarský kraj","CZ041","281"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Ústecký kraj","CZ042","897"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Liberecký kraj","CZ051","469"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Královéhradecký kraj","CZ052","614"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Pardubický kraj","CZ053","585"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Kraj Vysočina","CZ063","585"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Jihomoravský kraj","CZ064","1205"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Olomoucký kraj","CZ071","678"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Zlínský kraj","CZ072","593"
"Pořadí dítěte 3.","4355WZNP3","2012","2012","Moravskoslezský kraj","CZ080","1233"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Česko","CZ","11152"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Praha","CZ01","1141"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Střední Čechy","CZ02","1548"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Jihozápad","CZ03","1211"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Severozápad","CZ04","1212"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Severovýchod","CZ05","1672"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Jihovýchod","CZ06","1779"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Střední Morava","CZ07","1304"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Moravskoslezsko","CZ08","1285"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Hlavní město Praha","CZ010","1141"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Středočeský kraj","CZ020","1548"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Jihočeský kraj","CZ031","666"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Plzeňský kraj","CZ032","545"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Karlovarský kraj","CZ041","314"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Ústecký kraj","CZ042","898"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Liberecký kraj","CZ051","506"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Královéhradecký kraj","CZ052","609"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Pardubický kraj","CZ053","557"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Kraj Vysočina","CZ063","524"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Jihomoravský kraj","CZ064","1255"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Olomoucký kraj","CZ071","654"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Zlínský kraj","CZ072","650"
"Pořadí dítěte 3.","4355WZNP3","2013","2013","Moravskoslezský kraj","CZ080","1285"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Česko","CZ","11791"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Praha","CZ01","1232"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Střední Čechy","CZ02","1545"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Jihozápad","CZ03","1278"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Severozápad","CZ04","1261"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Severovýchod","CZ05","1755"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Jihovýchod","CZ06","1991"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Střední Morava","CZ07","1362"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Moravskoslezsko","CZ08","1367"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Hlavní město Praha","CZ010","1232"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Středočeský kraj","CZ020","1545"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Jihočeský kraj","CZ031","719"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Plzeňský kraj","CZ032","559"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Karlovarský kraj","CZ041","281"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Ústecký kraj","CZ042","980"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Liberecký kraj","CZ051","478"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Královéhradecký kraj","CZ052","632"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Pardubický kraj","CZ053","645"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Kraj Vysočina","CZ063","670"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Jihomoravský kraj","CZ064","1321"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Olomoucký kraj","CZ071","719"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Zlínský kraj","CZ072","643"
"Pořadí dítěte 3.","4355WZNP3","2014","2014","Moravskoslezský kraj","CZ080","1367"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Česko","CZ","11598"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Praha","CZ01","1272"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Střední Čechy","CZ02","1576"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Jihozápad","CZ03","1211"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Severozápad","CZ04","1215"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Severovýchod","CZ05","1734"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Jihovýchod","CZ06","1993"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Střední Morava","CZ07","1315"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Moravskoslezsko","CZ08","1282"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Hlavní město Praha","CZ010","1272"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Středočeský kraj","CZ020","1576"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Jihočeský kraj","CZ031","666"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Plzeňský kraj","CZ032","545"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Karlovarský kraj","CZ041","267"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Ústecký kraj","CZ042","948"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Liberecký kraj","CZ051","504"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Královéhradecký kraj","CZ052","622"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Pardubický kraj","CZ053","608"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Kraj Vysočina","CZ063","639"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Jihomoravský kraj","CZ064","1354"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Olomoucký kraj","CZ071","655"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Zlínský kraj","CZ072","660"
"Pořadí dítěte 3.","4355WZNP3","2015","2015","Moravskoslezský kraj","CZ080","1282"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Česko","CZ","11767"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Praha","CZ01","1261"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Střední Čechy","CZ02","1649"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Jihozápad","CZ03","1295"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Severozápad","CZ04","1244"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Severovýchod","CZ05","1755"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Jihovýchod","CZ06","1940"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Střední Morava","CZ07","1307"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Moravskoslezsko","CZ08","1316"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Hlavní město Praha","CZ010","1261"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Středočeský kraj","CZ020","1649"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Jihočeský kraj","CZ031","725"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Plzeňský kraj","CZ032","570"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Karlovarský kraj","CZ041","319"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Ústecký kraj","CZ042","925"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Liberecký kraj","CZ051","525"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Královéhradecký kraj","CZ052","627"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Pardubický kraj","CZ053","603"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Kraj Vysočina","CZ063","633"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Jihomoravský kraj","CZ064","1307"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Olomoucký kraj","CZ071","674"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Zlínský kraj","CZ072","633"
"Pořadí dítěte 3.","4355WZNP3","2016","2016","Moravskoslezský kraj","CZ080","1316"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Česko","CZ","12022"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Praha","CZ01","1320"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Střední Čechy","CZ02","1610"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Jihozápad","CZ03","1373"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Severozápad","CZ04","1281"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Severovýchod","CZ05","1726"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Jihovýchod","CZ06","2047"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Střední Morava","CZ07","1415"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Moravskoslezsko","CZ08","1250"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Hlavní město Praha","CZ010","1320"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Středočeský kraj","CZ020","1610"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Jihočeský kraj","CZ031","752"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Plzeňský kraj","CZ032","621"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Karlovarský kraj","CZ041","328"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Ústecký kraj","CZ042","953"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Liberecký kraj","CZ051","502"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Královéhradecký kraj","CZ052","644"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Pardubický kraj","CZ053","580"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Kraj Vysočina","CZ063","650"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Jihomoravský kraj","CZ064","1397"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Olomoucký kraj","CZ071","700"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Zlínský kraj","CZ072","715"
"Pořadí dítěte 3.","4355WZNP3","2017","2017","Moravskoslezský kraj","CZ080","1250"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Česko","CZ","11870"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Praha","CZ01","1307"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Střední Čechy","CZ02","1546"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Jihozápad","CZ03","1316"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Severozápad","CZ04","1228"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Severovýchod","CZ05","1762"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Jihovýchod","CZ06","1958"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Střední Morava","CZ07","1414"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Moravskoslezsko","CZ08","1339"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Hlavní město Praha","CZ010","1307"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Středočeský kraj","CZ020","1546"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Jihočeský kraj","CZ031","742"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Plzeňský kraj","CZ032","574"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Karlovarský kraj","CZ041","315"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Ústecký kraj","CZ042","913"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Liberecký kraj","CZ051","516"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Královéhradecký kraj","CZ052","645"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Pardubický kraj","CZ053","601"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Kraj Vysočina","CZ063","666"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Jihomoravský kraj","CZ064","1292"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Olomoucký kraj","CZ071","745"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Zlínský kraj","CZ072","669"
"Pořadí dítěte 3.","4355WZNP3","2018","2018","Moravskoslezský kraj","CZ080","1339"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Česko","CZ","11817"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Praha","CZ01","1262"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Střední Čechy","CZ02","1583"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Jihozápad","CZ03","1293"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Severozápad","CZ04","1280"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Severovýchod","CZ05","1706"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Jihovýchod","CZ06","2070"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Střední Morava","CZ07","1333"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Moravskoslezsko","CZ08","1290"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Hlavní město Praha","CZ010","1262"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Středočeský kraj","CZ020","1583"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Jihočeský kraj","CZ031","708"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Plzeňský kraj","CZ032","585"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Karlovarský kraj","CZ041","334"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Ústecký kraj","CZ042","946"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Liberecký kraj","CZ051","497"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Královéhradecký kraj","CZ052","591"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Pardubický kraj","CZ053","618"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Kraj Vysočina","CZ063","651"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Jihomoravský kraj","CZ064","1419"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Olomoucký kraj","CZ071","707"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Zlínský kraj","CZ072","626"
"Pořadí dítěte 3.","4355WZNP3","2019","2019","Moravskoslezský kraj","CZ080","1290"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Česko","CZ","11674"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Praha","CZ01","1281"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Střední Čechy","CZ02","1642"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Jihozápad","CZ03","1328"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Severozápad","CZ04","1216"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Severovýchod","CZ05","1667"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Jihovýchod","CZ06","1965"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Střední Morava","CZ07","1293"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Moravskoslezsko","CZ08","1282"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Hlavní město Praha","CZ010","1281"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Středočeský kraj","CZ020","1642"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Jihočeský kraj","CZ031","722"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Plzeňský kraj","CZ032","606"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Karlovarský kraj","CZ041","324"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Ústecký kraj","CZ042","892"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Liberecký kraj","CZ051","495"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Královéhradecký kraj","CZ052","564"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Pardubický kraj","CZ053","608"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Kraj Vysočina","CZ063","602"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Jihomoravský kraj","CZ064","1363"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Olomoucký kraj","CZ071","668"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Zlínský kraj","CZ072","625"
"Pořadí dítěte 3.","4355WZNP3","2020","2020","Moravskoslezský kraj","CZ080","1282"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Česko","CZ","11790"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Praha","CZ01","1317"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Střední Čechy","CZ02","1617"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Jihozápad","CZ03","1372"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Severozápad","CZ04","1158"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Severovýchod","CZ05","1675"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Jihovýchod","CZ06","2016"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Střední Morava","CZ07","1323"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Moravskoslezsko","CZ08","1312"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Hlavní město Praha","CZ010","1317"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Středočeský kraj","CZ020","1617"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Jihočeský kraj","CZ031","737"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Plzeňský kraj","CZ032","635"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Karlovarský kraj","CZ041","271"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Ústecký kraj","CZ042","887"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Liberecký kraj","CZ051","519"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Královéhradecký kraj","CZ052","576"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Pardubický kraj","CZ053","580"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Kraj Vysočina","CZ063","653"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Jihomoravský kraj","CZ064","1363"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Olomoucký kraj","CZ071","661"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Zlínský kraj","CZ072","662"
"Pořadí dítěte 3.","4355WZNP3","2021","2021","Moravskoslezský kraj","CZ080","1312"
"Pořadí dítěte 3.","4355WZNP3","2022","2022","Česko","CZ","10889"
"Pořadí dítěte 3.","4355WZNP3","2022","2022","Praha","CZ01","1149"
"Pořadí dítěte 3.","4355WZNP3","2022","2022","Střední Čechy","CZ02","1504"
"Pořadí dítěte 3.","4355WZNP3","2022","2022","Jihozápad","CZ03","1223"
"Pořadí dítěte 3.","4355WZNP3","2022","2022","Severozápad","CZ04","1121"
"Pořadí dítěte 3.","4355WZNP3","2022","2022","Severovýchod","CZ05","1647"
