"Ukazatel","IndicatorType","Roky","CasR","ČR, Reg. soudržnosti, Kraje","Uz012","Hodnota"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Severozápad","CZ04","29.25298549"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Severovýchod","CZ05","30.26133572"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Jihovýchod","CZ06","30.5527045"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Střední Morava","CZ07","30.4728731"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Moravskoslezsko","CZ08","29.52783763"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Hlavní město Praha","CZ010","32.19690632"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Středočeský kraj","CZ020","30.87783092"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Jihočeský kraj","CZ031","30.27000314"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Plzeňský kraj","CZ032","30.18965517"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Karlovarský kraj","CZ041","29.30290163"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Ústecký kraj","CZ042","29.23548387"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Liberecký kraj","CZ051","30.14586549"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Královéhradecký kraj","CZ052","30.32076683"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Pardubický kraj","CZ053","30.30066969"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Kraj Vysočina","CZ063","30.17154472"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Jihomoravský kraj","CZ064","30.70390228"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Olomoucký kraj","CZ071","30.31635558"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Zlínský kraj","CZ072","30.65004476"
"Průměrný věk matky při narození dítěte","7406","2013","2013","Moravskoslezský kraj","CZ080","29.52783763"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Česko","CZ","30.58615511"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Praha","CZ01","32.2958151"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Střední Čechy","CZ02","30.93329673"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Jihozápad","CZ03","30.31966807"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Severozápad","CZ04","29.3320369"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Severovýchod","CZ05","30.33291024"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Jihovýchod","CZ06","30.65262461"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Střední Morava","CZ07","30.60642554"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Moravskoslezsko","CZ08","29.70893408"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Hlavní město Praha","CZ010","32.2958151"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Středočeský kraj","CZ020","30.93329673"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Jihočeský kraj","CZ031","30.31932577"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Plzeňský kraj","CZ032","30.3200564"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Karlovarský kraj","CZ041","29.4670767"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Ústecký kraj","CZ042","29.28702364"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Liberecký kraj","CZ051","30.19875986"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Královéhradecký kraj","CZ052","30.40123233"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Pardubický kraj","CZ053","30.37319778"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Kraj Vysočina","CZ063","30.2664042"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Jihomoravský kraj","CZ064","30.81354476"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Olomoucký kraj","CZ071","30.35203125"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Zlínský kraj","CZ072","30.89721379"
"Průměrný věk matky při narození dítěte","7406","2014","2014","Moravskoslezský kraj","CZ080","29.70893408"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Česko","CZ","30.66669676"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Praha","CZ01","32.37038417"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Střední Čechy","CZ02","31.02883167"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Jihozápad","CZ03","30.35595057"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Severozápad","CZ04","29.42004708"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Severovýchod","CZ05","30.42272114"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Jihovýchod","CZ06","30.76948124"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Střední Morava","CZ07","30.59550425"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Moravskoslezsko","CZ08","29.82580482"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Hlavní město Praha","CZ010","32.37038417"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Středočeský kraj","CZ020","31.02883167"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Jihočeský kraj","CZ031","30.36333333"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Plzeňský kraj","CZ032","30.34763692"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Karlovarský kraj","CZ041","29.61461003"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Ústecký kraj","CZ042","29.35612895"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Liberecký kraj","CZ051","30.3206278"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Královéhradecký kraj","CZ052","30.48047295"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Pardubický kraj","CZ053","30.45209355"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Kraj Vysočina","CZ063","30.34950458"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Jihomoravský kraj","CZ064","30.94538407"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Olomoucký kraj","CZ071","30.38319483"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Zlínský kraj","CZ072","30.83145203"
"Průměrný věk matky při narození dítěte","7406","2015","2015","Moravskoslezský kraj","CZ080","29.82580482"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Česko","CZ","30.68937894"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Praha","CZ01","32.51781767"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Střední Čechy","CZ02","31.03349607"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Jihozápad","CZ03","30.4417514"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Severozápad","CZ04","29.26963351"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Severovýchod","CZ05","30.43730213"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Jihovýchod","CZ06","30.79394595"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Střední Morava","CZ07","30.63550955"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Moravskoslezsko","CZ08","29.80160969"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Hlavní město Praha","CZ010","32.51781767"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Středočeský kraj","CZ020","31.03349607"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Jihočeský kraj","CZ031","30.5263821"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Plzeňský kraj","CZ032","30.3456229"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Karlovarský kraj","CZ041","29.29040853"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Ústecký kraj","CZ042","29.26255597"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Liberecký kraj","CZ051","30.22016129"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Královéhradecký kraj","CZ052","30.56801994"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Pardubický kraj","CZ053","30.49927706"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Kraj Vysočina","CZ063","30.46438666"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Jihomoravský kraj","CZ064","30.92651406"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Olomoucký kraj","CZ071","30.4289234"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Zlínský kraj","CZ072","30.87148218"
"Průměrný věk matky při narození dítěte","7406","2016","2016","Moravskoslezský kraj","CZ080","29.80160969"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Česko","CZ","30.74362572"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Praha","CZ01","32.41849387"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Střední Čechy","CZ02","31.05530901"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Jihozápad","CZ03","30.48771821"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Severozápad","CZ04","29.46409111"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Severovýchod","CZ05","30.40137107"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Jihovýchod","CZ06","30.88054779"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Střední Morava","CZ07","30.70755308"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Moravskoslezsko","CZ08","29.95529061"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Hlavní město Praha","CZ010","32.41849387"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Středočeský kraj","CZ020","31.05530901"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Jihočeský kraj","CZ031","30.46438953"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Plzeňský kraj","CZ032","30.51417738"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Karlovarský kraj","CZ041","29.74046495"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Ústecký kraj","CZ042","29.37396352"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Liberecký kraj","CZ051","30.30685883"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Královéhradecký kraj","CZ052","30.52823571"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Pardubický kraj","CZ053","30.35033507"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Kraj Vysočina","CZ063","30.26672794"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Jihomoravský kraj","CZ064","31.12772966"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Olomoucký kraj","CZ071","30.52949543"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Zlínský kraj","CZ072","30.90302433"
"Průměrný věk matky při narození dítěte","7406","2017","2017","Moravskoslezský kraj","CZ080","29.95529061"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Česko","CZ","30.84419832"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Praha","CZ01","32.58615783"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Střední Čechy","CZ02","31.15775582"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Jihozápad","CZ03","30.48129384"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Severozápad","CZ04","29.45596094"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Severovýchod","CZ05","30.55167002"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Jihovýchod","CZ06","30.98412532"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Střední Morava","CZ07","30.78731314"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Moravskoslezsko","CZ08","30.10829902"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Hlavní město Praha","CZ010","32.58615783"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Středočeský kraj","CZ020","31.15775582"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Jihočeský kraj","CZ031","30.34113811"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Plzeňský kraj","CZ032","30.63679711"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Karlovarský kraj","CZ041","29.66515426"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Ústecký kraj","CZ042","29.38480059"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Liberecký kraj","CZ051","30.48137566"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Královéhradecký kraj","CZ052","30.61097411"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Pardubický kraj","CZ053","30.55085052"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Kraj Vysočina","CZ063","30.57108656"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Jihomoravský kraj","CZ064","31.1491099"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Olomoucký kraj","CZ071","30.65002239"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Zlínský kraj","CZ072","30.93863113"
"Průměrný věk matky při narození dítěte","7406","2018","2018","Moravskoslezský kraj","CZ080","30.10829902"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Česko","CZ","30.90216161"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Praha","CZ01","32.62522601"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Střední Čechy","CZ02","31.28686978"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Jihozápad","CZ03","30.62488182"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Severozápad","CZ04","29.46456368"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Severovýchod","CZ05","30.5961162"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Jihovýchod","CZ06","31.01580345"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Střední Morava","CZ07","30.83635539"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Moravskoslezsko","CZ08","30.17941274"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Hlavní město Praha","CZ010","32.62522601"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Středočeský kraj","CZ020","31.28686978"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Jihočeský kraj","CZ031","30.61522881"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Plzeňský kraj","CZ032","30.63555666"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Karlovarský kraj","CZ041","29.67686594"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Ústecký kraj","CZ042","29.39041265"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Liberecký kraj","CZ051","30.54206911"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Královéhradecký kraj","CZ052","30.71875"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Pardubický kraj","CZ053","30.52150917"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Kraj Vysočina","CZ063","30.37174823"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Jihomoravský kraj","CZ064","31.28143758"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Olomoucký kraj","CZ071","30.62737852"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Zlínský kraj","CZ072","31.06650502"
"Průměrný věk matky při narození dítěte","7406","2019","2019","Moravskoslezský kraj","CZ080","30.17941274"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Česko","CZ","30.96321234"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Praha","CZ01","32.73992388"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Střední Čechy","CZ02","31.23692595"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Jihozápad","CZ03","30.6484551"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Severozápad","CZ04","29.70735723"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Severovýchod","CZ05","30.66103495"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Jihovýchod","CZ06","31.0467377"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Střední Morava","CZ07","30.80898695"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Moravskoslezsko","CZ08","30.30870668"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Hlavní město Praha","CZ010","32.73992388"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Středočeský kraj","CZ020","31.23692595"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Jihočeský kraj","CZ031","30.62026862"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Plzeňský kraj","CZ032","30.67988428"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Karlovarský kraj","CZ041","29.96308725"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Ústecký kraj","CZ042","29.62105197"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Liberecký kraj","CZ051","30.63802941"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Královéhradecký kraj","CZ052","30.70032573"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Pardubický kraj","CZ053","30.64044738"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Kraj Vysočina","CZ063","30.48205272"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Jihomoravský kraj","CZ064","31.28163154"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Olomoucký kraj","CZ071","30.61786148"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Zlínský kraj","CZ072","31.02468289"
"Průměrný věk matky při narození dítěte","7406","2020","2020","Moravskoslezský kraj","CZ080","30.30870668"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Česko","CZ","31.12248978"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Praha","CZ01","32.83931517"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Střední Čechy","CZ02","31.37545497"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Jihozápad","CZ03","30.81032299"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Severozápad","CZ04","29.78852927"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Severovýchod","CZ05","30.82038582"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Jihovýchod","CZ06","31.27533276"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Střední Morava","CZ07","30.91072865"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Moravskoslezsko","CZ08","30.49908165"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Hlavní město Praha","CZ010","32.83931517"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Středočeský kraj","CZ020","31.37545497"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Jihočeský kraj","CZ031","30.80915062"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Plzeňský kraj","CZ032","30.81164672"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Karlovarský kraj","CZ041","29.99675449"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Ústecký kraj","CZ042","29.71937611"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Liberecký kraj","CZ051","30.70291838"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Královéhradecký kraj","CZ052","30.98437782"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Pardubický kraj","CZ053","30.74792474"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Kraj Vysočina","CZ063","30.74625924"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Jihomoravský kraj","CZ064","31.49961788"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Olomoucký kraj","CZ071","30.73756647"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Zlínský kraj","CZ072","31.09403974"
"Průměrný věk matky při narození dítěte","7406","2021","2021","Moravskoslezský kraj","CZ080","30.49908165"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Česko","CZ","31.14137849"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Praha","CZ01","32.67637493"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Střední Čechy","CZ02","31.49383679"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Jihozápad","CZ03","30.7883753"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Severozápad","CZ04","29.82969773"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Severovýchod","CZ05","30.85526316"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Jihovýchod","CZ06","31.2805593"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Střední Morava","CZ07","31.14613079"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Moravskoslezsko","CZ08","30.46917363"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Hlavní město Praha","CZ010","32.67637493"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Středočeský kraj","CZ020","31.49383679"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Jihočeský kraj","CZ031","30.8241334"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Plzeňský kraj","CZ032","30.74886549"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Karlovarský kraj","CZ041","30.14303797"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Ústecký kraj","CZ042","29.72736668"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Liberecký kraj","CZ051","30.80119867"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Královéhradecký kraj","CZ052","30.91538157"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Pardubický kraj","CZ053","30.83657943"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Kraj Vysočina","CZ063","30.69501908"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Jihomoravský kraj","CZ064","31.52194072"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Olomoucký kraj","CZ071","30.96883876"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Zlínský kraj","CZ072","31.34405894"
"Průměrný věk matky při narození dítěte","7406","2022","2022","Moravskoslezský kraj","CZ080","30.46917363"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Česko","CZ","31.14155394"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Praha","CZ01","32.64457256"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Střední Čechy","CZ02","31.46775247"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Jihozápad","CZ03","30.88237295"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Severozápad","CZ04","29.80993737"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Severovýchod","CZ05","30.8111622"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Jihovýchod","CZ06","31.27332453"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Střední Morava","CZ07","30.95507218"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Moravskoslezsko","CZ08","30.63386645"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Hlavní město Praha","CZ010","32.64457256"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Středočeský kraj","CZ020","31.46775247"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Jihočeský kraj","CZ031","30.84380258"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Plzeňský kraj","CZ032","30.92411979"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Karlovarský kraj","CZ041","30.1424214"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Ústecký kraj","CZ042","29.69804169"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Liberecký kraj","CZ051","30.73245985"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Královéhradecký kraj","CZ052","30.87678611"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Pardubický kraj","CZ053","30.80690877"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Kraj Vysočina","CZ063","30.76318141"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Jihomoravský kraj","CZ064","31.48734652"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Olomoucký kraj","CZ071","30.76493799"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Zlínský kraj","CZ072","31.16323802"
"Průměrný věk matky při narození dítěte","7406","2023","2023","Moravskoslezský kraj","CZ080","30.63386645"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Česko","CZ","24.86274599"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Praha","CZ01","26.97034483"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Střední Čechy","CZ02","24.87891199"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Jihozápad","CZ03","24.79933568"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Severozápad","CZ04","23.99184989"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Severovýchod","CZ05","24.54841974"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Jihovýchod","CZ06","24.82259488"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Střední Morava","CZ07","24.80412574"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Moravskoslezsko","CZ08","24.25424203"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Hlavní město Praha","CZ010","26.97034483"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Středočeský kraj","CZ020","24.87891199"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Jihočeský kraj","CZ031","24.91306797"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Plzeňský kraj","CZ032","24.67596741"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Karlovarský kraj","CZ041","24.12508663"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Ústecký kraj","CZ042","23.94169058"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Liberecký kraj","CZ051","24.35728643"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Královéhradecký kraj","CZ052","24.81822034"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Pardubický kraj","CZ053","24.42474674"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Kraj Vysočina","CZ063","24.4300278"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Jihomoravský kraj","CZ064","25.00517241"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Olomoucký kraj","CZ071","24.59204368"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Zlínský kraj","CZ072","25.01939826"
"Průměrný věk matky při narození 1. dítěte","7406D1","2000","2000","Moravskoslezský kraj","CZ080","24.25424203"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Česko","CZ","25.3396751"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Praha","CZ01","27.47414133"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Střední Čechy","CZ02","25.33416771"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Jihozápad","CZ03","25.20183486"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Severozápad","CZ04","24.45980583"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Severovýchod","CZ05","25.09364522"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Jihovýchod","CZ06","25.27493606"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Střední Morava","CZ07","25.26579414"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Moravskoslezsko","CZ08","24.73506201"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Hlavní město Praha","CZ010","27.47414133"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Středočeský kraj","CZ020","25.33416771"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Jihočeský kraj","CZ031","25.18953753"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Plzeňský kraj","CZ032","25.21548822"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Karlovarský kraj","CZ041","24.59891697"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Ústecký kraj","CZ042","24.40863214"
"Průměrný věk matky při narození 1. dítěte","7406D1","2001","2001","Liberecký kraj","CZ051","25.04443255"
